ts,run_id,order_id,activity,state,battery_percent,temperature_c,condition_percent,payload_kg,motor_load,speed,distance_delta_m,cumulative_distance_m,cumulative_energy_wh
1786104211.7325366,run_20260807_140327,,idle,idle,100.0,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
1786104211.7438874,run_20260807_140327,,idle,idle,100.0,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
1786104214.5125015,run_20260807_140327,,idle,idle,100.0,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
1786104216.984264,run_20260807_140327,,idle,idle,100.0,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
1786104219.4221213,run_20260807_140327,,charging,charging,100.0,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
1786104221.760204,run_20260807_140327,,charging,charging,100.0,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
1786104224.7750952,run_20260807_140327,,charging,charging,100.0,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
1786104227.6064565,run_20260807_140327,,charging,charging,100.0,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
1786104229.8879423,run_20260807_140327,,charging,charging,100.0,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
1786104232.3946452,run_20260807_140327,,charging,charging,100.0,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
1786104235.261882,run_20260807_140327,,charging,charging,100.0,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
1786104237.7172563,run_20260807_140327,,charging,charging,100.0,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
1786104240.30517,run_20260807_140327,,charging,charging,100.0,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
1786104243.1039228,run_20260807_140327,15,working,working,99.756,25.359,99.999,0.0,1.0,0.493,0.2794,0.279,0.0978
1786104245.7567253,run_20260807_140327,15,working,working,99.31,28.364,99.997,0.0,1.0,0.498,0.5079,0.787,0.2758
1786104248.4737606,run_20260807_140327,15,working,working,98.876,31.278,99.996,0.0,1.0,0.5,0.4896,1.277,0.4495
1786104251.2040355,run_20260807_140327,15,working,working,98.421,34.048,99.994,0.0,1.0,0.5,0.508,1.785,0.6317
1786104253.9390779,run_20260807_140327,15,working,working,97.987,36.671,99.992,0.0,1.0,0.43,0.4785,2.263,0.8053
1786104257.7739425,run_20260807_140327,15,working,working,97.672,40.148,99.991,0.0,1.0,0.287,0.3438,2.607,0.9312
1786104260.6067383,run_20260807_140327,15,working,working,97.475,42.169,99.99,4.5,0.732,0.161,0.1045,2.712,1.0099
1786104263.4025779,run_20260807_140327,15,working,working,97.323,41.439,99.989,4.5,0.097,0.021,0.0802,2.792,1.0708
1786104266.1859708,run_20260807_140327,15,working,working,97.013,44.448,99.988,4.5,1.0,0.424,0.1638,2.956,1.1948
1786104268.9242163,run_20260807_140327,15,working,working,96.087,47.244,99.984,4.5,1.0,0.496,0.4839,3.44,1.5651
1786104271.7338028,run_20260807_140327,15,working,working,95.148,49.955,99.981,4.5,1.0,0.471,0.4861,3.926,1.9409
1786104274.586712,run_20260807_140327,15,working,working,94.162,52.554,99.977,4.5,1.0,0.498,0.5047,4.43,2.3351
1786104277.5358224,run_20260807_140327,15,working,working,93.202,55.087,99.973,4.5,1.0,0.494,0.4871,4.918,2.7191
1786104280.3287063,run_20260807_140327,15,working,working,92.2,57.345,99.965,4.5,1.0,0.495,0.5039,5.421,3.1199
1786104283.2586253,run_20260807_140327,15,working,working,91.221,59.58,99.955,4.5,1.0,0.5,0.4885,5.91,3.5117
1786104286.1699176,run_20260807_140327,15,working,working,90.23,61.672,99.941,4.5,1.0,0.5,0.4903,6.4,3.908
1786104289.5983396,run_20260807_140327,15,working,working,89.198,63.991,99.922,4.5,1.0,0.499,0.5069,6.907,4.3208
1786104292.357583,run_20260807_140327,15,working,working,88.19,65.73,99.903,4.5,1.0,0.5,0.4914,7.399,4.7242
1786104295.2470825,run_20260807_140327,15,working,working,87.213,67.451,99.881,4.5,1.0,0.38,0.4732,7.872,5.115
1786104298.240418,run_20260807_140327,15,working,working,86.559,67.899,99.859,4.5,0.72,0.158,0.3149,8.187,5.3766
1786104301.0418334,run_20260807_140327,15,working,working,86.438,66.979,99.842,4.5,0.401,0.088,0.0581,8.245,5.4249
1786104303.8359587,run_20260807_140327,15,working,working,86.269,64.465,99.828,4.5,0.0,0.0,0.0812,8.326,5.4923
1786104306.3794742,run_20260807_140327,16,working,working,86.247,63.63,99.817,0.0,0.434,0.096,0.0215,8.347,5.5011
1786104309.0122821,run_20260807_140327,16,working,working,85.832,64.598,99.802,0.0,1.0,0.5,0.4106,8.758,5.6671
1786104311.6382875,run_20260807_140327,16,working,working,85.333,65.511,99.787,0.0,1.0,0.5,0.4924,9.251,5.8668
1786104314.4204307,run_20260807_140327,16,working,working,84.815,66.429,99.769,0.0,1.0,0.499,0.509,9.76,6.074
1786104317.4727888,run_20260807_140327,16,working,working,84.313,67.38,99.748,0.0,1.0,0.5,0.492,10.252,6.2749
1786104320.231953,run_20260807_140327,16,working,working,83.809,68.186,99.728,0.0,1.0,0.499,0.492,10.744,6.4764
1786104323.6614008,run_20260807_140327,16,working,working,83.285,69.134,99.701,0.0,1.0,0.5,0.5097,11.253,6.6858
1786104326.363356,run_20260807_140327,16,working,working,82.779,69.829,99.679,0.0,1.0,0.5,0.4912,11.745,6.8883
1786104328.9401586,run_20260807_140327,16,working,cooldown,82.255,70.456,99.657,0.0,1.0,0.5,0.5073,12.252,7.0979
1786104331.4484916,run_20260807_140327,16,working,cooldown,81.749,71.035,99.635,0.0,1.0,0.459,0.489,12.741,7.3004
1786104334.2532685,run_20260807_140327,16,working,cooldown,81.381,71.65,99.61,0.0,1.0,0.302,0.3552,13.096,7.4477
1786104336.9033859,run_20260807_140327,16,working,working,81.231,69.019,99.591,0.0,0.0,0.0,0.1439,13.24,7.5076
1786104339.6525,run_20260807_140327,16,working,working,81.061,67.495,99.573,3.2,0.277,0.061,0.0956,13.335,7.5758
1786104342.5863242,run_20260807_140327,16,working,working,80.949,68.91,99.552,3.2,1.0,0.255,0.0626,13.398,7.6202
1786104345.3521278,run_20260807_140327,16,working,cooldown,80.137,70.165,99.528,3.2,1.0,0.495,0.4556,13.854,7.9452
1786104348.2656345,run_20260807_140327,16,working,cooldown,79.231,71.414,99.501,3.2,1.0,0.499,0.5058,14.359,8.3076
1786104351.0356483,run_20260807_140327,16,working,cooldown,78.349,72.532,99.473,3.2,1.0,0.496,0.4905,14.85,8.6606
1786104353.8341548,run_20260807_140327,16,working,cooldown,77.467,73.599,99.443,3.2,1.0,0.499,0.4882,15.338,9.0133
1786104357.1619337,run_20260807_140327,16,working,cooldown,76.548,74.797,99.407,3.2,1.0,0.496,0.5071,15.845,9.3809
1786104359.9812148,run_20260807_140327,16,working,cooldown,75.654,75.745,99.374,3.2,1.0,0.489,0.4908,16.336,9.7382
1786104362.8364108,run_20260807_140327,16,working,cooldown,74.729,76.65,99.339,3.2,1.0,0.496,0.5068,16.843,10.1084
1786104365.5114844,run_20260807_140327,16,working,cooldown,73.829,77.45,99.305,3.2,1.0,0.5,0.4913,17.334,10.4683
1786104368.2801647,run_20260807_140327,16,working,cooldown,72.997,78.234,99.27,3.2,1.0,0.366,0.4533,17.787,10.8013
1786104371.0913572,run_20260807_140327,16,working,cooldown,72.39,78.232,99.235,3.2,0.808,0.178,0.3292,18.117,11.0439
1786104373.7247725,run_20260807_140327,16,working,cooldown,72.277,76.664,99.206,3.2,0.38,0.084,0.0614,18.178,11.0891
1786104376.6207967,run_20260807_140327,16,working,cooldown,72.118,73.498,99.179,3.2,0.0,0.0,0.0866,18.265,11.1526
1786104379.3007655,run_20260807_140327,17,working,cooldown,72.076,70.741,99.157,0.0,0.001,0.0,0.0406,18.305,11.1696
1786104381.8916285,run_20260807_140327,17,working,cooldown,71.934,71.324,99.136,0.0,1.0,0.444,0.1363,18.442,11.2262
1786104384.532788,run_20260807_140327,17,working,cooldown,71.419,71.888,99.111,0.0,1.0,0.497,0.4961,18.938,11.4325
1786104387.845497,run_20260807_140327,17,working,cooldown,70.909,72.558,99.08,0.0,1.0,0.5,0.4888,19.427,11.6363
1786104390.581507,run_20260807_140327,17,working,cooldown,70.38,73.075,99.053,0.0,1.0,0.499,0.507,19.934,11.848
1786104393.303275,run_20260807_140327,17,working,cooldown,69.865,73.56,99.026,0.0,1.0,0.5,0.4919,20.425,12.0539
1786104395.9242399,run_20260807_140327,17,working,cooldown,69.369,74.003,98.999,0.0,1.0,0.353,0.4736,20.899,12.2524
1786104398.5847862,run_20260807_140327,17,working,cooldown,69.049,73.959,98.972,0.0,0.853,0.188,0.3052,21.204,12.3806
1786104401.1937656,run_20260807_140327,17,working,cooldown,68.98,71.855,98.95,0.0,0.194,0.043,0.0656,21.27,12.4081
1786104403.907881,run_20260807_140327,17,working,cooldown,68.893,72.699,98.926,1.8,1.0,0.221,0.0591,21.329,12.4429
1786104406.9421756,run_20260807_140327,17,working,cooldown,68.224,73.591,98.895,1.8,1.0,0.5,0.4536,21.783,12.7106
1786104409.6605768,run_20260807_140327,17,working,cooldown,67.469,74.342,98.866,1.8,1.0,0.495,0.5097,22.292,13.0123
1786104412.4508681,run_20260807_140327,17,working,cooldown,66.739,75.071,98.835,1.8,1.0,0.5,0.4925,22.785,13.3046
1786104415.250201,run_20260807_140327,17,working,cooldown,66.006,75.761,98.803,1.8,1.0,0.5,0.4927,23.277,13.5977
1786104417.9155965,run_20260807_140327,17,working,cooldown,65.245,76.381,98.771,1.8,1.0,0.5,0.5098,23.787,13.9018
1786104420.5965185,run_20260807_140327,17,working,cooldown,64.509,76.972,98.739,1.8,1.0,0.5,0.4929,24.28,14.1964
1786104423.3378696,run_20260807_140327,17,working,cooldown,63.746,77.544,98.705,1.8,1.0,0.5,0.5095,24.79,14.5016
1786104426.088272,run_20260807_140327,17,working,cooldown,63.007,78.086,98.67,1.8,1.0,0.496,0.4928,25.282,14.7973
1786104428.7721078,run_20260807_140327,17,working,cooldown,62.266,78.586,98.636,1.8,1.0,0.5,0.4926,25.775,15.0935
1786104431.4695642,run_20260807_140327,17,working,cooldown,61.501,79.062,98.6,1.8,1.0,0.5,0.5079,26.283,15.3995
1786104434.1674829,run_20260807_140327,17,working,cooldown,60.767,79.512,98.564,1.8,1.0,0.483,0.4871,26.77,15.6934
1786104438.42802,run_20260807_140327,17,working,cooldown,60.174,80.184,98.508,1.8,1.0,0.332,0.3922,27.162,15.9304
1786104442.1147666,run_20260807_140327,17,working,cooldown,59.992,75.894,98.469,0.0,0.0,0.0,0.1695,27.332,16.0031
1786104445.1489267,run_20260807_140327,18,working,cooldown,59.894,73.508,98.44,0.0,0.243,0.053,0.0932,27.425,16.0426
1786104448.6469676,run_20260807_140327,18,working,cooldown,59.834,71.919,98.41,0.0,0.48,0.106,0.0572,27.482,16.0666
1786104451.539824,run_20260807_140327,18,working,cooldown,59.408,72.502,98.383,0.0,1.0,0.499,0.4075,27.89,16.2368
1786104454.6596484,run_20260807_140327,18,working,cooldown,58.875,73.095,98.353,0.0,1.0,0.5,0.5096,28.399,16.4501
1786104458.0353386,run_20260807_140327,18,working,cooldown,58.358,73.696,98.319,0.0,1.0,0.5,0.4929,28.892,16.6568
1786104461.217719,run_20260807_140327,18,working,cooldown,57.822,74.224,98.287,0.0,1.0,0.499,0.5098,29.402,16.871
1786104464.5525455,run_20260807_140327,18,working,cooldown,57.304,74.743,98.252,0.0,1.0,0.5,0.4928,29.895,17.0786
1786104468.9383843,run_20260807_140327,18,working,cooldown,56.785,75.38,98.205,0.0,1.0,0.5,0.4921,30.387,17.2861
1786104472.328922,run_20260807_140327,18,working,cooldown,56.246,75.828,98.168,0.0,1.0,0.499,0.5097,30.897,17.5016
1786104475.3519206,run_20260807_140327,18,working,cooldown,55.725,76.202,98.133,0.0,1.0,0.493,0.4919,31.388,17.7099
1786104478.601296,run_20260807_140327,18,working,cooldown,55.185,76.578,98.096,0.0,1.0,0.5,0.5094,31.898,17.926
1786104481.8698442,run_20260807_140327,18,working,cooldown,54.735,76.933,98.059,0.0,1.0,0.346,0.424,32.322,18.106
1786104484.947856,run_20260807_140327,18,working,cooldown,54.445,74.898,98.027,0.0,0.365,0.08,0.2726,32.594,18.2219
1786104488.1215997,run_20260807_140327,18,working,cooldown,54.372,73.847,97.997,0.0,0.606,0.133,0.0693,32.664,18.2512
1786104491.3137672,run_20260807_140327,18,working,cooldown,54.292,72.704,97.968,0.6,0.549,0.121,0.0668,32.731,18.2831
1786104494.4886525,run_20260807_140327,18,working,cooldown,53.785,73.409,97.937,0.6,1.0,0.5,0.4256,33.156,18.486
1786104498.15151,run_20260807_140327,18,working,cooldown,53.196,74.17,97.899,0.6,1.0,0.5,0.493,33.649,18.7217
1786104502.411301,run_20260807_140327,18,working,cooldown,52.586,74.991,97.854,0.6,1.0,0.497,0.5092,34.158,18.9658
1786104505.7142396,run_20260807_140327,18,working,cooldown,51.994,75.573,97.818,0.6,1.0,0.5,0.4924,34.651,19.2024
1786104508.8564649,run_20260807_140327,18,working,cooldown,51.401,76.09,97.782,0.6,1.0,0.5,0.4921,35.143,19.4394
1786104512.3942804,run_20260807_140327,18,working,cooldown,50.787,76.635,97.742,0.6,1.0,0.5,0.5097,35.652,19.6854
1786104515.7117236,run_20260807_140327,18,working,cooldown,50.191,77.111,97.703,0.6,1.0,0.5,0.4926,36.145,19.9235
1786104519.4689672,run_20260807_140327,18,working,cooldown,49.575,77.613,97.658,0.6,1.0,0.499,0.5093,36.654,20.1702
1786104522.894371,run_20260807_140327,18,working,cooldown,48.978,78.037,97.616,0.6,1.0,0.5,0.492,37.146,20.4088
1786104526.3476992,run_20260807_140327,18,working,cooldown,48.419,78.435,97.573,0.6,1.0,0.379,0.4602,37.606,20.6324
1786104529.6653187,run_20260807_140327,18,working,cooldown,48.019,78.791,97.532,0.6,1.0,0.231,0.3289,37.935,20.7924
1786104532.7325332,run_20260807_140327,18,working,cooldown,47.939,75.307,97.501,0.0,0.0,0.0,0.0748,38.01,20.8245
1786104536.7002473,run_20260807_140327,19,working,cooldown,47.902,71.702,97.467,0.0,0.131,0.029,0.0344,38.045,20.839
1786104539.806085,run_20260807_140327,19,working,cooldown,47.545,72.342,97.439,0.0,1.0,0.499,0.3416,38.386,20.982
1786104542.9804616,run_20260807_140327,19,working,cooldown,47.031,72.955,97.408,0.0,1.0,0.494,0.4899,38.876,21.1875
1786104546.4520533,run_20260807_140327,19,working,cooldown,46.499,73.583,97.374,0.0,1.0,0.5,0.506,39.382,21.4002
1786104549.623416,run_20260807_140327,19,working,cooldown,45.984,74.117,97.342,0.0,1.0,0.5,0.4898,39.872,21.6066
1786104553.061028,run_20260807_140327,19,working,cooldown,45.446,74.659,97.306,0.0,1.0,0.495,0.5098,40.382,21.8218
1786104556.1686313,run_20260807_140327,19,working,cooldown,45.025,75.115,97.273,0.0,1.0,0.359,0.3981,40.78,21.9901
1786104559.1058292,run_20260807_140327,19,working,cooldown,44.816,72.142,97.247,0.0,0.042,0.009,0.1967,40.976,22.0734
1786104561.9656937,run_20260807_140327,19,working,working,44.772,69.274,97.226,0.0,0.0,0.0,0.0428,41.019,22.0914
1786104564.7100844,run_20260807_140327,19,working,working,44.634,68.036,97.208,1.1,0.39,0.086,0.1063,41.125,22.1466
1786104568.270468,run_20260807_140327,19,working,working,44.569,67.733,97.185,1.1,0.66,0.145,0.0501,41.175,22.1725
1786104571.349594,run_20260807_140327,19,working,working,44.027,68.815,97.161,1.1,1.0,0.5,0.4192,41.595,22.3893
1786104574.1993268,run_20260807_140327,19,working,working,43.37,69.755,97.138,1.1,1.0,0.5,0.5057,42.1,22.6519
1786104577.058521,run_20260807_140327,19,working,cooldown,42.733,70.643,97.113,1.1,1.0,0.497,0.4896,42.59,22.9069
1786104579.9201727,run_20260807_140327,19,working,cooldown,42.093,71.482,97.087,1.1,1.0,0.5,0.4898,43.08,23.1628
1786104582.7201054,run_20260807_140327,19,working,cooldown,41.429,72.256,97.06,1.1,1.0,0.5,0.5065,43.586,23.4282
1786104585.4554768,run_20260807_140327,19,working,cooldown,40.786,72.97,97.033,1.1,1.0,0.496,0.4898,44.076,23.6855
1786104588.4823532,run_20260807_140327,19,working,cooldown,40.121,73.716,97.002,1.1,1.0,0.5,0.5054,44.582,23.9517
1786104591.1974251,run_20260807_140327,19,working,cooldown,39.472,74.345,96.973,1.1,1.0,0.496,0.4912,45.073,24.2111
1786104593.9496663,run_20260807_140327,19,working,cooldown,38.823,74.948,96.943,1.1,1.0,0.5,0.4904,45.563,24.4707
1786104596.6769302,run_20260807_140327,19,working,cooldown,38.15,75.513,96.912,1.1,1.0,0.5,0.5076,46.071,24.7399
1786104599.451887,run_20260807_140327,19,working,cooldown,37.57,76.056,96.881,1.1,1.0,0.363,0.4366,46.507,24.9719
1786104603.1462328,run_20260807_140327,19,working,cooldown,37.188,73.943,96.844,1.1,0.402,0.088,0.2869,46.794,25.1246
1786104606.0352545,run_20260807_140327,19,working,cooldown,37.126,72.133,96.819,1.1,0.326,0.072,0.0475,46.842,25.1498
1786104608.9487875,run_20260807_140327,19,working,working,37.066,69.212,96.798,1.1,0.0,0.0,0.0453,46.887,25.1735
1786104611.7576025,run_20260807_140327,,idle,cooldown,37.066,66.559,96.782,0.0,0.0,0.0,0.0,46.887,25.1735
1786104614.2790058,run_20260807_140327,,idle,cooldown,37.066,64.312,96.77,0.0,0.0,0.0,0.0,46.887,25.1735
1786104617.397458,run_20260807_140327,,idle,cooldown,37.066,61.673,96.76,0.0,0.0,0.0,0.0,46.887,25.1735
1786104620.443104,run_20260807_140327,,idle,cooldown,37.066,59.257,96.753,0.0,0.0,0.0,0.0,46.887,25.1735
1786104623.5430663,run_20260807_140327,,idle,cooldown,37.066,56.947,96.75,0.0,0.0,0.0,0.0,46.887,25.1735
1786104626.588326,run_20260807_140327,,idle,idle,37.066,54.818,96.75,0.0,0.0,0.0,0.0,46.887,25.1735
1786104629.7341132,run_20260807_140327,,idle,idle,37.066,52.754,96.75,0.0,0.0,0.0,0.0,46.887,25.1735
1786104632.7427397,run_20260807_140327,,idle,idle,37.066,50.903,96.75,0.0,0.0,0.0,0.0,46.887,25.1735
1786104636.3363473,run_20260807_140327,,idle,idle,37.066,48.826,96.75,0.0,0.0,0.0,0.0,46.887,25.1735
1786104639.2691903,run_20260807_140327,,idle,idle,37.066,47.252,96.75,0.0,0.0,0.0,0.0,46.887,25.1735
1786104642.537537,run_20260807_140327,,idle,idle,37.066,45.602,96.75,0.0,0.0,0.0,0.0,46.887,25.1735
1786104645.4229958,run_20260807_140327,,idle,idle,37.066,44.24,96.75,0.0,0.0,0.0,0.0,46.887,25.1735
1786104649.0776997,run_20260807_140327,,idle,idle,37.066,42.614,96.75,0.0,0.0,0.0,0.0,46.887,25.1735
1786104652.4276197,run_20260807_140327,,idle,idle,37.066,41.233,96.75,0.0,0.0,0.0,0.0,46.887,25.1735
1786104655.5400982,run_20260807_140327,,idle,idle,37.066,40.036,96.75,0.0,0.0,0.0,0.0,46.887,25.1735
1786104658.6498258,run_20260807_140327,,idle,idle,37.066,38.914,96.75,0.0,0.0,0.0,0.0,46.887,25.1735
1786104661.6683817,run_20260807_140327,,idle,idle,37.066,37.893,96.75,0.0,0.0,0.0,0.0,46.887,25.1735
1786104664.6407342,run_20260807_140327,,idle,idle,37.066,36.948,96.75,0.0,0.0,0.0,0.0,46.887,25.1735
1786104668.3582985,run_20260807_140327,,idle,idle,37.066,35.837,96.75,0.0,0.0,0.0,0.0,46.887,25.1735
1786104671.251458,run_20260807_140327,,idle,idle,37.066,35.036,96.75,0.0,0.0,0.0,0.0,46.887,25.1735
